Shot,FrameId,Timestamp,VideoName
cross_court,7229,0:03:47.800000,video4.mp4
rail,8069,0:04:27.600000,video4.mp4
boast,8171,0:04:29.300000,video4.mp4
rail,8281,0:04:31.133333,video4.mp4
boast,8379,0:04:32.766667,video4.mp4
boast,8493,0:04:34.666667,video4.mp4
cross_court,8561,0:04:35.800000,video4.mp4
cross_court,8757,0:04:39.066667,video4.mp4
rail,8881,0:04:41.133333,video4.mp4
cross_court,9637,0:05:20.633333,video4.mp4
cross_court,9765,0:05:22.766667,video4.mp4
cross_court,10337,0:05:43.900000,video4.mp4
cross_court,10711,0:05:54.300000,video4.mp4
boast,10801,0:05:55.800000,video4.mp4
cross_court,10911,0:05:57.633333,video4.mp4
rail,10973,0:05:58.666667,video4.mp4
cross_court,11107,0:06:00.900000,video4.mp4
boast,11421,0:06:06.133333,video4.mp4
boast,11519,0:06:07.766667,video4.mp4
cross_court,11919,0:06:14.433333,video4.mp4
boast,12059,0:06:16.766667,video4.mp4
rail,12157,0:06:18.400000,video4.mp4
boast,12233,0:06:19.666667,video4.mp4
cross_court,12393,0:06:22.333333,video4.mp4
rail,12591,0:06:25.633333,video4.mp4
cross_court,12901,0:06:30.800000,video4.mp4
cross_court,12973,0:06:32.000,video4.mp4
boast,13063,0:06:33.500000,video4.mp4
rail,13151,0:06:34.966667,video4.mp4
cross_court,13241,0:06:36.466667,video4.mp4
boast,13299,0:06:37.433333,video4.mp4
rail,13401,0:06:39.133333,video4.mp4
cross_court,13721,0:07:35.533333,video4.mp4
rail,13891,0:07:38.366667,video4.mp4
boast,14001,0:07:40.200000,video4.mp4
rail,14229,0:07:44.000,video4.mp4
boast,14353,0:07:46.066667,video4.mp4
cross_court,14499,0:07:48.500000,video4.mp4
rail,15035,0:08:16.200000,video4.mp4
cross_court,15197,0:08:18.900000,video4.mp4
rail,15377,0:08:31.400000,video4.mp4
rail,15729,0:08:37.266667,video4.mp4
rail,15899,0:08:49.200000,video4.mp4
cross_court,16067,0:08:54.833333,video4.mp4
cross_court,16345,0:08:59.466667,video4.mp4
cross_court,16607,0:09:12.766667,video4.mp4
cross_court,16737,0:09:14.933333,video4.mp4
cross_court,17151,0:09:27.866667,video4.mp4
cross_court,17223,0:09:29.066667,video4.mp4
cross_court,17439,0:09:40.600000,video4.mp4
rail,17517,0:09:41.900000,video4.mp4
cross_court,17747,0:09:50.233333,video4.mp4
boast,18077,0:09:58.800000,video4.mp4
boast,18183,0:10:00.566667,video4.mp4
cross_court,18345,0:10:10.866667,video4.mp4
cross_court,18655,0:10:20.100000,video4.mp4
cross_court,18835,0:10:26.666667,video4.mp4
cross_court,19357,0:10:44.200000,video4.mp4
cross_court,19509,0:10:46.733333,video4.mp4
cross_court,19711,0:10:56.300000,video4.mp4
cross_court,20077,0:11:08.566667,video4.mp4
serve,20733,0:11:28.733333,video4.mp4
serve,21219,0:11:41.800000,video4.mp4
cross_court,21565,0:11:47.566667,video4.mp4
rail,21685,0:11:49.566667,video4.mp4
boast,21797,0:11:51.433333,video4.mp4
boast,21879,0:11:52.800000,video4.mp4
rail,21977,0:11:54.433333,video4.mp4
rail,22061,0:11:55.833333,video4.mp4
boast,22183,0:12:18.900000,video4.mp4
rail,22277,0:12:20.466667,video4.mp4
cross_court,23193,0:12:51.633333,video4.mp4
serve,23531,0:13:01.100000,video4.mp4
rail,24173,0:13:21.866667,video4.mp4
cross_court,24655,0:13:41.166667,video4.mp4
cross_court,25027,0:13:51.800000,video4.mp4
cross_court,25369,0:13:57.500000,video4.mp4
cross_court,25579,0:14:11.600000,video4.mp4
cross_court,26015,0:14:25.733333,video4.mp4
boast,26467,0:14:36.333333,video4.mp4
cross_court,26761,0:14:51.666667,video4.mp4
cross_court,26879,0:14:53.633333,video4.mp4
boast,27697,0:15:21.600000,video4.mp4
rail,27801,0:15:23.333333,video4.mp4
cross_court,28071,0:15:33.866667,video4.mp4
cross_court,28399,0:15:39.333333,video4.mp4
rail,30489,0:16:14.166667,video4.mp4
cross_court,31099,0:17:09.700000,video4.mp4
rail,31205,0:17:11.466667,video4.mp4
serve,31653,0:17:33.633333,video4.mp4
boast,31745,0:17:35.166667,video4.mp4
serve,33379,0:18:09.833333,video4.mp4
cross_court,33521,0:18:12.200000,video4.mp4
cross_court,33763,0:18:16.233333,video4.mp4
rail,34589,0:19:09.900000,video4.mp4
cross_court,34675,0:19:11.333333,video4.mp4
rail,34999,0:19:24.466667,video4.mp4
serve,35769,0:19:49.633333,video4.mp4
serve,35807,0:19:50.266667,video4.mp4
cross_court,35941,0:19:52.500000,video4.mp4
serve,36843,0:20:26.966667,video4.mp4
serve,37313,0:20:39.866667,video4.mp4
serve,39577,0:21:49.333333,video4.mp4
