Shot,FrameId,Timestamp,VideoName
serve,6012,0:03:20.366667,video3.mp4
boast,6056,0:03:21.833333,video3.mp4
cross_court,6099,0:03:23.266667,video3.mp4
cross_court,6134,0:03:24.433333,video3.mp4
rail,6183,0:03:26.066667,video3.mp4
serve,6479,0:03:35.933333,video3.mp4
serve,6709,0:03:43.600000,video3.mp4
cross_court,6746,0:03:44.833333,video3.mp4
cross_court,6790,0:03:46.300000,video3.mp4
serve,7037,0:03:54.533333,video3.mp4
rail,7103,0:03:56.733333,video3.mp4
serve,7488,0:04:09.566667,video3.mp4
cross_court,7583,0:04:12.733333,video3.mp4
serve,7753,0:04:18.400000,video3.mp4
cross_court,7819,0:04:20.600000,video3.mp4
rail,7871,0:04:22.333333,video3.mp4
serve,8216,0:04:33.833333,video3.mp4
cross_court,8280,0:04:35.966667,video3.mp4
serve,8629,0:04:47.600000,video3.mp4
cross_court,8694,0:04:49.766667,video3.mp4
serve,8909,0:04:56.933333,video3.mp4
serve,9262,0:05:08.700000,video3.mp4
boast,9298,0:05:09.900000,video3.mp4
boast,9334,0:05:11.100000,video3.mp4
serve,10142,0:05:38.033333,video3.mp4
boast,10176,0:05:39.166667,video3.mp4
rail,10215,0:05:40.466667,video3.mp4
cross_court,10259,0:05:41.933333,video3.mp4
cross_court,10291,0:05:43.000,video3.mp4
cross_court,10325,0:05:44.133333,video3.mp4
rail,10362,0:05:45.366667,video3.mp4
serve,10636,0:05:54.500000,video3.mp4
cross_court,10669,0:05:55.600000,video3.mp4
boast,10701,0:05:56.666667,video3.mp4
rail,10751,0:05:58.333333,video3.mp4
cross_court,10798,0:05:59.900000,video3.mp4
cross_court,10838,0:06:01.233333,video3.mp4
serve,11092,0:06:09.700000,video3.mp4
cross_court,11123,0:06:10.733333,video3.mp4
boast,11180,0:06:12.633333,video3.mp4
cross_court,11219,0:06:13.933333,video3.mp4
boast,11282,0:06:16.033333,video3.mp4
serve,11622,0:06:27.366667,video3.mp4
cross_court,11779,0:06:32.600000,video3.mp4
serve,12073,0:06:42.400000,video3.mp4
boast,12104,0:06:43.433333,video3.mp4
rail,12157,0:06:45.200000,video3.mp4
cross_court,12176,0:06:45.833333,video3.mp4
rail,12238,0:06:47.900000,video3.mp4
cross_court,12292,0:06:49.700000,video3.mp4
cross_court,12349,0:06:51.600000,video3.mp4
cross_court,12395,0:06:53.133333,video3.mp4
rail,12431,0:06:54.333333,video3.mp4
cross_court,12475,0:06:55.800000,video3.mp4
boast,12519,0:06:57.266667,video3.mp4
rail,12566,0:06:58.833333,video3.mp4
rail,12611,0:07:00.333333,video3.mp4
cross_court,12910,0:07:10.300000,video3.mp4
serve,13197,0:07:19.866667,video3.mp4
cross_court,13231,0:07:21.000,video3.mp4
boast,13282,0:07:22.700000,video3.mp4
cross_court,13337,0:07:24.533333,video3.mp4
rail,13370,0:07:25.633333,video3.mp4
rail,13411,0:07:27.000,video3.mp4
rail,13470,0:07:28.966667,video3.mp4
cross_court,13523,0:07:30.733333,video3.mp4
cross_court,13582,0:07:32.700000,video3.mp4
serve,13897,0:07:43.200000,video3.mp4
boast,13928,0:07:44.233333,video3.mp4
rail,13970,0:07:45.633333,video3.mp4
serve,14256,0:07:55.166667,video3.mp4
boast,14278,0:07:55.900000,video3.mp4
boast,14323,0:07:57.400000,video3.mp4
serve,14710,0:08:10.300000,video3.mp4
cross_court,14741,0:08:11.333333,video3.mp4
rail,14778,0:08:12.566667,video3.mp4
cross_court,14830,0:08:14.300000,video3.mp4
cross_court,14867,0:08:15.533333,video3.mp4
cross_court,14950,0:08:18.300000,video3.mp4
rail,14986,0:08:19.500000,video3.mp4
serve,15223,0:08:27.400000,video3.mp4
cross_court,15281,0:08:29.333333,video3.mp4
rail,15336,0:08:31.166667,video3.mp4
serve,15559,0:08:38.600000,video3.mp4
cross_court,15620,0:08:40.633333,video3.mp4
rail,15657,0:08:41.866667,video3.mp4
rail,15697,0:08:43.200000,video3.mp4
cross_court,15739,0:08:44.600000,video3.mp4
boast,15775,0:08:45.800000,video3.mp4
serve,16069,0:08:55.600000,video3.mp4
cross_court,16100,0:08:56.633333,video3.mp4
rail,16154,0:08:58.433333,video3.mp4
boast,16219,0:09:00.600000,video3.mp4
serve,16277,0:09:02.533333,video3.mp4
boast,16426,0:09:07.500000,video3.mp4
cross_court,16478,0:09:09.233333,video3.mp4
boast,16537,0:09:11.200000,video3.mp4
cross_court,16594,0:09:13.100000,video3.mp4
boast,16628,0:09:14.233333,video3.mp4
rail,16672,0:09:15.700000,video3.mp4
rail,16713,0:09:17.066667,video3.mp4
serve,17027,0:09:27.533333,video3.mp4
cross_court,17061,0:09:28.666667,video3.mp4
rail,17100,0:09:29.966667,video3.mp4
boast,17139,0:09:31.266667,video3.mp4
boast,17189,0:09:32.933333,video3.mp4
serve,17464,0:09:42.100000,video3.mp4
boast,17492,0:09:43.033333,video3.mp4
cross_court,17535,0:09:44.466667,video3.mp4
rail,17589,0:09:46.266667,video3.mp4
serve,17776,0:09:52.500000,video3.mp4
cross_court,17812,0:09:53.700000,video3.mp4
rail,17866,0:09:55.500000,video3.mp4
serve,18039,0:10:01.266667,video3.mp4
boast,18121,0:10:04.000,video3.mp4
