Shot,FrameId,Timestamp,VideoName
cross_court,14779,0:08:12.600000,video7.mp4
cross_court,14823,0:08:14.066667,video7.mp4
rail,14872,0:08:15.700000,video7.mp4
boast,14906,0:08:16.833333,video7.mp4
boast,14942,0:08:18.033333,video7.mp4
cross_court,14972,0:08:19.033333,video7.mp4
boast,15005,0:08:20.133333,video7.mp4
serve,15425,0:08:34.133333,video7.mp4
cross_court,15607,0:08:40.200000,video7.mp4
rail,15656,0:08:41.833333,video7.mp4
cross_court,15696,0:08:43.166667,video7.mp4
serve,16509,0:09:10.266667,video7.mp4
cross_court,16573,0:09:12.400000,video7.mp4
rail,16616,0:09:13.833333,video7.mp4
rail,16646,0:09:14.833333,video7.mp4
rail,16688,0:09:16.233333,video7.mp4
boast,16718,0:09:17.233333,video7.mp4
boast,16762,0:09:18.700000,video7.mp4
serve,17114,0:09:30.433333,video7.mp4
cross_court,17201,0:09:33.333333,video7.mp4
rail,17304,0:09:36.766667,video7.mp4
boast,17343,0:09:38.066667,video7.mp4
boast,17409,0:09:40.266667,video7.mp4
cross_court,17466,0:09:42.166667,video7.mp4
cross_court,17498,0:09:43.233333,video7.mp4
serve,18093,0:10:03.066667,video7.mp4
cross_court,18207,0:10:06.866667,video7.mp4
